Date,Open,High,Low,Close,Volume,MA5,MA10,MA20,RSI,MACD,Signal_Line,SMA,EMA,Adj Close
15-03-22,185.88,189.1,185.02,188.63,241435,152.28,160.21,65.15,58.81,-3.73,-1.71,65.78,167.44,188.63
22-01-23,166.74,170.91,164.19,164.34,260699,52.85,140.77,191.38,30.81,0.79,1.49,60.22,63.11,164.34
28-08-20,195.21,198.99,192.93,196.16,894179,184.71,115.45,166.04,60.97,-4.49,-1.5,170.8,121.01,196.16
14-12-21,108.68,113.65,105.54,110.7,814161,164.21,167.76,197.31,55.27,-4.35,0.23,88.25,124.21,110.7
30-10-21,137.25,140.54,133.26,138.81,560515,161.36,112.9,55.1,53.95,-3.34,-1.13,149.2,51.64,138.81
19-10-23,176.81,178.94,171.87,178.68,695291,198.9,108.44,168.4,43.18,-4.02,4.86,118.24,190.26,178.68
31-05-20,196.1,199.4,191.33,198.6,330474,199.86,197.95,111.6,42.76,-2.86,2.26,90.24,181.55,198.6
02-11-19,81.87,82.47,80.26,80.3,246879,126.69,190.8,95.7,60.91,-2.65,-3.05,128.89,166.38,80.3
20-07-20,95.75,100.62,91.93,94.71,375863,172.71,73.33,63.16,35.89,1.08,-3.37,127.22,153.56,94.71
27-02-23,110.86,113.33,109.99,110.72,741817,84.43,189.88,136.7,53.64,-2.05,1.08,62.33,79.22,110.72
09-12-19,118.85,123.44,118.73,119.07,707789,70.43,165.16,95.11,59.79,4.19,-2.86,192.97,128.99,119.07
28-04-22,66.06,70.21,64.48,66.9,313888,199.35,172.37,195.65,43.26,1.52,3.02,159.45,98.29,66.9
06-06-23,121.01,124.62,118.08,118.42,606425,86.05,172.34,130.06,45.9,-1.35,2.58,163.96,179.98,118.42
29-08-22,114.07,117.2,112.34,115.38,652825,116.74,80.87,126.03,32.01,2.23,4.42,121.53,189.94,115.38
13-07-22,56.25,56.65,52.36,54.04,570276,180.27,72.58,141.13,68.34,-2.27,-3.24,186.53,134.05,54.04
09-07-21,99.95,101.04,98.43,100,929776,195.16,142.91,91.32,41.53,-3.35,3.31,167.95,57.89,100
01-09-22,110.07,115,109.95,114.05,373338,148.83,159.7,89.97,46.71,1.21,-2.19,197.23,188.86,114.05
14-03-20,140.46,142.32,138.55,142.21,729545,186.51,160.63,184.14,51.23,-4.5,2.55,90.93,92.71,142.21
21-02-19,90.61,92.7,90.1,92.63,829949,129.7,111.98,109.02,30.1,2.41,3.38,142.44,116.63,92.63
12-08-20,163.47,166.02,162.95,165.06,882653,116.6,74.43,151.76,31.51,0.68,1.7,100.29,83.79,165.06
08-03-21,53.55,57.4,50.54,52.7,344149,142.94,127.63,143.61,43.66,0.15,-1.75,147.39,161.54,52.7
16-01-21,62.65,63.33,60.15,60.61,995545,117.85,60.69,98.17,60.57,3.23,-4.08,183.07,88.78,60.61
11-03-22,121.59,126.41,121.31,124.29,510554,58.89,52.98,121.15,68.81,-2.81,-1.03,141.49,107.58,124.29
20-02-21,163.43,164.68,159.99,160.18,760458,165.52,168.01,146.25,33.9,3.3,-2.72,127.17,150.54,160.18
19-05-20,82.84,83.61,78.24,79.32,890441,178.9,101.45,121.99,68.44,2.46,-1.32,162.51,134.16,79.32
10-02-23,128.01,132.1,124.15,128.88,402852,164.44,68.26,197.94,45.02,2.13,1.61,143.11,194.77,128.88
08-09-21,69.61,73.74,67.79,73.31,832962,87.6,169.7,102.54,54.95,3.83,2.99,181.79,84.81,73.31
07-12-23,173.25,175.6,171.29,172.73,162741,77.6,90.02,198.59,51.73,2.62,-3.25,139.33,160.96,172.73
06-08-22,194.81,199.6,193.5,196.36,812346,133.42,119.06,103.73,56.08,-4.65,2.33,135.04,118.81,196.36
07-12-21,189.62,190.46,188.93,190.12,452799,170.62,58.27,85.18,53.5,-1.17,-0.22,179.55,166.63,190.12
29-01-23,51.57,55.9,49.2,52.62,558774,144.59,143.85,162.19,54.31,1.06,-2.68,199.62,187.46,52.62
10-03-20,162.2,165.65,158.9,164.02,812238,57.32,61.68,54.11,57.13,-2.28,3.79,131.36,70.61,164.02
19-12-19,89.29,93.97,87.45,90.84,999029,162.71,70.98,76.56,61.27,-3.45,-1.32,57.3,57.14,90.84
19-08-19,176.12,177.52,171.94,172.66,913444,90.87,186.66,192.28,63.56,-0.74,-1.76,153.41,152.08,172.66
27-04-23,126.46,129.58,122.95,128.01,959472,64.95,64.38,56.27,40.86,2.2,-0.18,139.04,87.06,128.01
30-09-22,118.65,120.38,116.2,117.68,719812,78.88,183.51,181.11,59.13,-3.66,-2.71,84.53,68.52,117.68
21-05-19,70.82,70.94,69.67,70.11,164299,180.83,187.43,189.92,59.14,-0.42,-3.5,141.37,68.37,70.11
06-01-20,167.7,170.91,164.82,167.13,553308,147.58,135.33,74.38,55.82,3.02,-1.29,77.73,73.41,167.13
21-07-22,109.35,112.99,108.01,110.34,487589,140.78,54,193.71,33.93,-3,-3.37,104.1,138.35,110.34
12-11-21,162.92,164.25,161.3,162.91,543690,78.31,131.58,61.15,54.04,0.15,-2.41,147.97,158.64,162.91
16-06-19,145.32,145.48,144.85,145.05,677147,179.61,132.57,79.01,57.35,-1.92,-0.52,58.93,156.12,145.05
02-12-22,89.01,89.64,86.96,88.6,593042,157.19,156.66,60.36,44.33,3.73,-4.03,165.64,152.54,88.6
01-10-22,197.85,202.13,195.33,200.96,482152,199.75,149.52,131.5,67.43,3.99,0.98,101.98,119.31,200.96
07-03-23,79.55,83.99,79.28,81.52,292982,100,163.04,118.56,32.48,-0.18,-1.34,130.82,158,81.52
08-11-19,150.3,152.4,147.95,148.04,354136,168.97,163.97,150.39,67.14,-0.75,4.54,114.25,128.9,148.04
12-04-23,171.53,173.31,167.46,173.24,690943,178.9,163.57,58.57,35.96,1.44,1.68,142.42,176.56,173.24
30-08-21,129.36,130.53,128.96,129.45,136480,132.92,126.95,146.16,41.44,-2.15,-0.07,61.73,196.44,129.45
04-11-22,131.24,135.24,126.59,130.5,246750,183.01,159.4,141.09,41.76,-0.77,3.92,165.99,95.69,130.5
25-01-21,186.63,187.66,181.64,185.1,322332,173.23,173.64,137.22,35.97,-4.01,2.08,89.98,127.51,185.1
10-07-21,176.29,181,172.26,177.72,358010,63.63,162.74,76.59,47.32,-2.22,-0.11,135.7,63,177.72
18-03-20,189.16,189.36,187.21,189.1,760517,69.61,116.23,106.31,40.58,-3.78,-1.63,114.02,89.23,189.1
24-04-23,89.43,90.49,84.97,88.04,903218,158.13,119.01,135.21,64.56,1.38,0.02,89.4,129.74,88.04
09-11-21,169.35,172.79,164.49,171.01,663973,168.56,134.65,58.14,55.17,-3.22,1.85,103.45,90.02,171.01
31-01-20,97.28,101.9,96.24,101.75,396723,199.77,60.13,95.55,39.64,-3.13,-1.7,103.38,68.98,101.75
04-11-22,51.1,54.32,48.85,52.81,217570,110.84,153.44,67.22,34.09,-4.76,3.32,118.97,141.64,52.81
11-09-19,143.73,146.74,139.07,144.38,131941,193.66,159.95,50.76,58.29,3.74,-1.99,122,98.18,144.38
17-11-22,81.53,82.72,79.87,81.76,948100,116.37,152.59,164.13,36.03,-2.22,-2.89,106.56,155.76,81.76
15-08-19,63.69,67.34,61.02,65.93,241204,78.28,130.07,103.83,63.74,-3.66,-4.29,93.25,197.92,65.93
31-12-21,59.25,62.34,58.83,59.28,558061,150.98,188.17,168.98,39.94,0.38,-0.06,72.31,125.62,59.28
26-04-19,91.62,92.88,89.96,90.38,338750,158.21,112.59,157.55,41.04,-0.84,-1.64,101.9,99.56,90.38
27-09-19,107.58,108.16,104.13,105.27,641562,102.89,117.14,133.19,49.27,-3.95,4.1,147.27,198.77,105.27
01-03-23,108.88,112.58,106.44,111.48,249141,152.59,77.65,139.04,48.56,0.97,0.66,196.45,117.4,111.48
11-11-19,136.5,139.48,135.86,136.78,923745,149.69,190.82,123.15,34.43,2.93,4.61,104.5,169.28,136.78
18-05-22,185.42,189.53,185.05,186.46,534560,59.65,151.85,63.79,42.47,-1.29,-0.01,143.87,159.26,186.46
26-01-23,128.65,128.82,125.56,126.93,216533,187.66,177.76,187.41,66.25,-1.82,-3.28,148.17,144.08,126.93
10-09-23,60.72,64.76,59.03,62.04,489436,117.08,60.18,199.75,68.01,-1.86,4.46,52.18,69.85,62.04
08-03-21,148.59,152.04,146.82,150.29,738432,198.57,170.4,57.93,40.67,-0.49,4.83,132.7,107.71,150.29
28-03-21,193.38,196.37,190.76,194.69,969382,67.86,130,123.57,69.39,-2.85,-1.98,130.63,80.93,194.69
20-07-19,132.89,133.01,131.58,132.85,125009,152.81,89.96,139.99,58.2,0.24,-2.12,165.62,100.24,132.85
09-12-21,106.86,108.94,104.14,107.81,104294,54.57,59.94,68.39,62.22,3.38,3.19,90.45,84.48,107.81
01-04-20,82.52,83.98,79.91,80.53,267594,70.31,75.86,142.18,65.55,-0.7,0.72,136.43,198.96,80.53
03-07-19,73.31,73.92,72.41,73.01,576109,57.92,88.74,147.65,35.14,-1.74,-3.24,133.73,176.1,73.01
03-02-21,64.79,68.72,64.36,65.89,986114,191.81,151.45,85.43,66.42,0.22,-0.81,160.29,91.82,65.89
10-04-22,67.65,70.05,63.24,67.49,738781,172.32,95.51,154.87,32.04,-0.6,3.83,188.73,89.17,67.49
15-10-22,178.91,181.47,174.01,175.86,884623,179.09,168.57,147.71,49.39,3.2,0.43,126.12,171.49,175.86
25-10-22,83.59,85.64,81.94,85.39,749778,95.91,140.3,144.49,34.46,-0.37,0.21,62.74,102.86,85.39
18-02-23,186.17,188.97,182.87,185.92,468676,63.23,86.36,126.13,32.12,-0.3,-3.25,145.84,151.56,185.92
01-10-23,118.79,123.51,114.15,122.98,913056,197.55,130.37,193.05,36.25,-0.07,2.84,129.49,136.93,122.98
22-10-20,124.77,125.58,123.2,124.6,304489,56.98,174,105.52,50.63,4.86,3.44,197.69,136.96,124.6
01-08-22,111.3,111.78,109.41,109.7,128918,164.71,54.43,179.68,59.39,-2.46,0.12,192.14,161.41,109.7
17-04-23,175.5,175.87,171.29,172.52,370431,121.71,184.79,121.26,66.56,0.05,1.97,113.95,132.15,172.52
24-01-24,168.14,168.41,166.52,166.81,707916,120.12,85.13,135.75,32.09,-4.08,2.99,121.74,78,166.81
08-04-21,91.3,94.33,87.56,94.17,879700,129.59,149.79,153.4,60.64,3.67,2.96,135.9,179.12,94.17
02-03-19,133.18,134.36,129.38,132.82,248806,183.76,56.12,149.91,58.54,3.01,-0.13,114.37,71.36,132.82
27-06-21,89.04,89.85,86.85,88.97,790487,102.79,130.23,129.15,46.2,-3.95,3.25,165.28,50.09,88.97
18-06-21,152.74,156.8,148.26,155.91,823813,190.48,148.53,188.07,44.56,-4.85,4.63,107.57,81.84,155.91
15-12-20,53.05,57.6,52.49,53.33,475256,57.43,131.88,182.83,30.72,4.43,-3.08,186.81,109.87,53.33
21-11-20,87.64,90.46,83.05,83.18,173684,108.5,82.12,196.77,38.05,-4.75,-0.37,154.88,104.28,83.18
06-05-20,175.48,177.15,170.53,176.46,671779,143.05,155.33,101.19,41.72,-0.52,2.29,182.21,166.38,176.46
26-11-23,113.8,114.11,111.75,112.93,707979,84.26,75.35,67.53,47.87,-2.35,-0.2,121.93,199.72,112.93
05-10-22,172.96,173.48,171.46,173.05,714128,158,52.56,160.66,56.79,3.08,0.55,139.52,194.73,173.05
21-04-22,70.49,73.43,67.64,68.95,661432,197.89,56.38,55.3,33.39,-1.44,0.89,65.51,56.88,68.95
14-02-22,155.91,158.68,155.45,157.98,963670,113.73,164.83,194.35,52.37,-4.83,0.16,188.8,67.85,157.98
27-10-22,121.82,122.86,121.51,122.31,134854,178.17,157.9,60.76,53.49,-4.58,-2.77,97.59,185.2,122.31
06-01-21,107.15,107.25,105.23,106.64,548009,109.76,107.26,174.32,32.56,-0.1,-3.4,195.08,198.77,106.64
27-04-19,117.24,121.71,116.73,119.9,795265,73.8,60.6,152.96,40.84,-0.79,-3.83,193.15,93.97,119.9
22-05-21,102.02,102.68,99.66,102.06,764779,105.26,162.8,86.28,49.4,-4.75,-0.13,57.39,142.49,102.06
03-03-21,112.15,115.65,111.19,115.35,436295,129.27,54.44,95.88,58.69,1.65,1.37,108.11,132.52,115.35
14-07-22,190.42,193.96,190.02,191.66,118899,50.68,70.22,183.73,46.55,-3.65,-0.57,186.5,184.44,191.66
06-03-20,52.22,54,48.53,53.79,415313,105.35,64.43,106.2,52.25,-2.9,2.45,121.7,65.25,53.79
06-07-21,200,202.19,199.91,200.83,157623,57.89,73.09,67.7,51.02,0.78,0.07,175.15,90.51,200.83
04-08-20,89.62,91.63,86.95,89.28,102857,87.56,160.69,95.93,34.82,-3.05,-1.75,68.56,193.99,89.28
10-07-21,78.09,82.29,77.21,78.89,278027,68.84,172.49,178.2,49.39,2.06,3.27,145.74,164.52,78.89
21-08-19,117.16,118.36,116.7,118.05,350664,120.04,149.23,90.31,66.78,1.17,-4.22,157.27,176,118.05
30-01-23,78.83,79.24,78.24,78.34,617524,110.9,88.46,185.45,58.86,-4.2,-3.16,124.18,180.7,78.34
20-04-21,70.09,72.36,68.01,72.11,409723,117.17,162.85,76.8,35.76,3.3,0.52,163.65,68.14,72.11
08-03-23,190.52,193.97,188.36,188.78,703639,76.69,68.3,164.33,67.9,-3.28,3.73,135.67,149.62,188.78
21-09-22,189.32,193.46,186.86,188.72,910112,81.01,110.25,63.2,43.14,-3.38,3.28,113.99,83.88,188.72
08-12-23,72.93,74.6,70.27,71.84,934505,55.73,114.27,192.6,30.73,1.38,-4.47,147.59,130.03,71.84
22-04-21,108.53,113.3,107.73,110.78,158790,188.56,82.36,141.28,34.95,4.84,3.86,65.77,59.25,110.78
20-05-19,174.03,176.37,170.27,174.92,911314,116.56,52.89,114.97,35.76,4.85,0.1,106.37,185.2,174.92
26-12-20,77.72,78.03,77.33,77.42,602637,135.3,104.42,103.61,56.86,-3.72,4.66,148.21,124.67,77.42
25-05-20,137.06,141.91,132.45,139.91,160623,149.34,194.28,58.03,41.41,-3.88,2.73,189.58,167.38,139.91
27-02-21,135.64,137.93,134.25,136.07,780352,148.13,82.18,60.67,41.01,4.86,-2.47,135.16,142.17,136.07
15-11-22,82.14,83.43,78.48,80.64,578771,58.15,69.67,124.9,43.43,3.65,4.97,78.15,136.46,80.64
28-10-21,104.74,105.41,100.39,103.88,602764,153.24,52.92,122.85,34.05,0.11,-2.41,198.04,82.25,103.88
16-06-22,54.82,56.24,52.77,55.91,789697,85.61,122.85,172.98,51.99,1.17,4.46,133.79,123.27,55.91
23-05-20,81.5,82.11,76.85,81.69,506417,127.06,123.79,133.56,43.46,-3.62,-0.04,64.03,88.57,81.69
09-11-20,177.98,178.31,175.83,177.95,673315,194.95,169.88,189.97,49.53,2.87,-0.7,95.36,63.71,177.95
21-12-21,133.98,138.13,132.49,137.93,924757,153.48,95.66,56.94,30.12,-3.05,-2.92,159.2,54.91,137.93
26-11-21,129.03,129.47,128.31,128.59,960851,141.96,167.12,94.81,61.7,3.26,-4.13,136.98,169.82,128.59
05-10-23,160.33,162.56,157.69,159.33,995652,99.56,160,83.51,59.96,-1.75,4.3,138.3,149.52,159.33
13-12-20,133.97,137.45,131.9,134.41,513387,55.6,175.23,152.37,34.8,0.55,-0.69,74.89,130.14,134.41
03-08-19,52.65,55.38,49.86,51.89,186230,78.47,164.92,89.21,30.83,-0.46,0.35,69.78,136.49,51.89
25-09-21,116.18,119.12,115.22,117.08,485838,65.46,82.55,184.26,37.29,2.45,-0.19,123.6,118.19,117.08
28-03-22,130.04,132.08,129.55,130.79,379561,193.04,101.04,83.84,55.66,4.22,2.44,129.19,87.88,130.79
05-02-19,99.99,103.61,99.36,100.92,653121,179.32,173.95,71.93,38.56,3.48,0.23,164.3,150.47,100.92
06-09-22,63.11,64.35,61.92,63.06,431292,138.04,104.22,148.33,55.71,-0.77,3.96,75.02,175.69,63.06
20-08-19,168.78,171.77,165.99,166.83,840257,147.08,126.21,102.49,52.48,4.07,4.3,60.49,148.74,166.83
10-07-22,150.35,154.63,149.61,153.39,893374,60.14,98.19,113.39,65.07,-3.23,-0.94,187.97,74.31,153.39
27-04-19,131.58,135.21,130.84,132.71,692151,113.03,63.93,100.67,40.44,4.87,1.93,142.36,193.83,132.71
08-10-19,51.88,55.16,49.96,54.23,761362,165.6,86.17,74.72,58.25,2.49,2.29,167.35,81.63,54.23
05-04-20,110.78,113.27,110.22,110.87,256648,76.82,160.83,124.59,38.41,3.16,4.57,77.96,138.69,110.87
16-03-21,52.45,54.94,47.96,52.55,641020,154.06,159.84,145.36,61.39,1.96,1.92,78.21,108.3,52.55
14-08-22,59.15,59.67,56.72,57.6,968242,73.58,79.46,196.47,62.31,-2.15,3.47,175.74,96.07,57.6
12-03-20,63,63.23,61.76,63.13,695887,139.84,68.98,171.01,46.55,-0.48,1.35,196.75,164.75,63.13
19-01-20,155.45,155.94,155.33,155.64,945193,52.59,81.92,81.09,63.3,-4.65,-4.55,52.92,75.61,155.64
01-07-23,144.98,145.54,141.45,141.63,791589,127.18,188.16,56.71,34.44,-2.74,-3.08,81.66,199.02,141.63
01-12-20,197.06,199.24,195.9,197.86,278545,85.97,133.26,111.92,36.04,-3.96,-4.59,156.03,163.97,197.86
08-03-22,167.93,169.71,165.76,166.99,359036,75.26,144.68,112.59,33.74,-5,-1.2,70.03,89.79,166.99
06-08-20,136.71,138.38,135.23,135.53,166018,90.11,139.7,80.17,38.62,-3.65,4.59,126.99,76.24,135.53
20-02-20,62.92,66.26,60.29,60.58,170008,150.35,150.92,92.93,30.93,1.84,-2.04,134.06,145.61,60.58
07-07-20,106.89,110.84,105.66,106.73,959634,144.71,81.44,186.9,59.76,4.61,1.23,127.95,172.78,106.73
26-02-22,80.19,82.53,79.76,81.14,590793,107.74,122.92,137.57,31.66,2.73,-1.48,120.85,90.3,81.14
13-11-21,164.31,164.89,162.32,162.59,262722,196.05,87.46,143.89,62.3,2.44,1.06,117.54,159.43,162.59
06-09-19,151.41,155.65,147.22,150.96,882417,199.71,66.22,64.08,58.75,3.34,3.44,189.86,159.33,150.96
01-10-19,150.98,152.75,147.39,152.03,776570,97.5,145.3,130.89,57.78,0.65,-2.75,128.13,142.17,152.03
06-11-23,97.87,99.33,94.07,98.49,235648,156.37,130.86,160.42,43.29,4.79,2.27,117.72,136.83,98.49
19-05-21,159.91,161.94,158.63,161.02,558899,67.93,102.16,58.83,44.96,-1.42,1.09,124.04,189.43,161.02
24-12-20,128.26,131.76,125.01,131.44,582635,134.57,186.87,99.16,38.6,-4.69,-3.34,103.75,121.65,131.44
23-12-22,137.9,139.6,137.69,138.82,897075,157.27,156.63,101.6,43.63,-0.74,-1.08,190.49,97.27,138.82
19-10-19,77.65,79.17,72.86,74.99,181052,194.42,146.96,140.12,64.07,4.73,3.65,106.3,168.17,74.99
23-08-23,191.19,195.57,187.28,194.2,562024,195.74,104.48,151.12,55.53,1.36,4.94,170.71,82.87,194.2
11-01-23,51.77,51.96,48.43,49.62,723687,198.06,94.59,179.12,58.78,-3.76,-1.84,85.07,114.14,49.62
17-02-23,111.26,115.01,106.74,108.17,611924,109.6,133.3,57.74,55.2,2.62,-0.94,69.12,183.16,108.17
14-05-21,169.68,173.36,165,171.97,111757,168.54,180.63,167.13,54.73,3.53,3.74,160.51,181.08,171.97
22-01-23,135,139.16,132.44,133.62,441037,150.31,102.9,61.04,45.23,-0.12,-1.46,97.2,192.4,133.62
14-04-19,105.49,108.04,105.08,107.59,805217,115.75,53.16,194.68,55.25,4.6,-4.45,166.51,100.06,107.59
15-03-22,56.65,59.34,54.95,57.15,989176,113.94,187.52,123.09,66.01,4.27,1.37,142.92,63.09,57.15
14-10-19,196.93,198.05,196.88,197.1,325330,94.09,150,182.53,42.73,-1.74,3.17,59.13,103.93,197.1
28-12-22,120.87,124.42,119.25,122.48,504295,70.29,121.12,99.7,66.58,4.92,-4.84,139.6,119.97,122.48
14-04-23,75.92,76.85,73.14,73.77,449396,136.91,125.12,190.13,33.28,-2.92,0.78,84.95,56.07,73.77
31-12-22,92.02,93.43,87.88,89.17,827122,65.75,106.65,159.72,65.11,2.7,-4.76,160.45,71.65,89.17
28-10-23,192.65,194.99,188.04,190.19,699815,104.13,58.78,178.08,44.4,-2.71,1.34,69.42,150.98,190.19
08-11-22,178.7,182.91,177.83,179.4,312529,154.28,177.89,100.43,43.87,-0.44,-0.91,159.68,55.29,179.4
25-03-21,104.88,106.39,103.87,104.74,937645,93.59,138.04,141.1,34.96,2.96,-2.08,190.54,194.62,104.74
07-04-23,111.89,113.88,107.43,110.46,856651,123.27,185.73,85.71,58.35,0.5,-3.47,168.64,61.2,110.46
23-03-23,172.27,173.15,169.18,171.47,879355,52.66,85.64,88.08,50.79,4.29,2.63,116.14,86.79,171.47
18-03-23,152.35,153.54,150.92,152.75,522404,81.86,69.79,55.21,32.5,0.25,2.4,121.71,160.28,152.75
15-07-21,174.75,179.6,172.42,173.4,909027,100.32,65.46,122.17,34.43,0.28,-2.22,189.59,77.05,173.4
30-07-20,67.46,70.91,64.6,64.65,138742,153.75,144.8,108.54,64.71,-3.2,-2.71,58.17,72.48,64.65
19-11-19,160.69,162.81,156.53,159.1,147954,93.86,159.91,177.51,63.01,-4.48,-4.37,160.17,163.03,159.1
06-06-20,176.67,180.43,172.39,179.97,649000,102.24,146.78,196.4,41.7,4.4,1.12,86.39,136.33,179.97
06-10-20,147.34,149.54,144.48,147.21,538870,176.35,131.66,98.51,39.86,-3.58,-0.15,141.86,150.89,147.21
01-03-20,114.62,119.21,111.61,115.81,907144,111.68,147.28,84.34,37.61,-2.74,4.31,94.42,60.06,115.81
29-12-21,162.8,165.84,158.3,160.91,543574,115.74,128.28,89.06,59.51,2.43,1.44,187.92,77.75,160.91
12-05-19,128.64,130.77,126.81,129.79,134160,69.75,94.61,61.47,56.32,0.78,-1,170.61,66.95,129.79
07-09-22,98.1,102.15,96.83,100.35,389973,132.55,55.59,128.23,51.39,-0.77,4.12,104.16,129.83,100.35
25-04-23,112.06,113.6,110.07,112.47,164638,96.56,67.18,176.37,63.53,-1.95,-3.28,192.53,66.79,112.47
05-03-23,196.91,198.64,193.15,194.54,870721,171.71,178.51,58.73,48.6,-2.31,-3.12,168.89,118.17,194.54
24-10-21,129.31,131.8,125.4,130.11,877046,181.29,110.38,153.81,48.55,-1.47,-0.15,142.15,86.86,130.11
22-02-19,83.64,86.92,82.63,83.17,955469,190.18,119.78,90.23,63.36,0.82,-3.65,52.33,53.89,83.17
20-07-20,51.99,56.03,49.38,54.31,127803,75.91,195.63,123.53,43.81,1.89,2.29,109.36,105.77,54.31
23-01-24,85.8,89.7,83.8,84.81,350460,130.03,74.75,191.61,67.38,-1.09,-0.87,106.52,74.62,84.81
17-05-19,114.78,115.79,114.74,115.43,415758,158.65,127.89,196.83,56.36,-4.51,4.04,167.43,105.87,115.43
19-12-23,94.92,97.55,90.7,94.94,332618,137.41,138.89,106.88,44.22,-3.95,-0.35,138.54,61.4,94.94
28-07-22,95.56,96.38,94.34,95.25,941048,69.34,52.94,80.54,38.06,0.92,1.93,186.06,173.64,95.25
18-06-20,155.41,159.44,152.67,159.37,197910,176.19,114.22,99.66,48.7,-3.23,1.56,144.25,122.02,159.37
23-09-20,184.29,186.74,184.17,184.61,126706,136.24,57.07,108.76,61.47,3.17,4.92,74.69,167.07,184.61
07-12-22,100.19,102.05,95.25,99.86,224481,193.87,182.67,99.57,56.18,3.2,4.67,183.76,53.98,99.86
05-08-20,122.65,127.26,121.17,125.28,487092,132.01,56.45,184.62,66.76,0.56,1.83,112.82,98.14,125.28
25-06-19,103.91,105.28,103.82,104.87,501392,102.28,64.58,106.21,65.75,0.78,-1.91,131.82,121.05,104.87
16-08-20,67.65,70.34,64.67,66.87,442798,57.64,162.48,99.27,34.68,-4.65,1.44,172.4,112.88,66.87
18-11-22,189.86,190.86,186.48,187.98,806704,101.98,110.61,174.99,37.01,4.07,-0.21,175.77,56,187.98
07-04-19,83.1,84.98,78.29,83.37,468354,65.65,62.77,53.83,32.66,-0.14,-3.09,176.1,61.32,83.37
25-04-19,130.53,134.01,126.64,129.55,809814,172.32,106.62,193.7,57.69,1.72,4.67,65.01,59.67,129.55
01-11-19,185.27,188.15,183.6,186.81,614028,54.19,114.16,83.45,48.6,0.31,-4.31,83.98,101.72,186.81
01-02-23,157.69,160.78,156.21,157.74,120578,185.88,160.93,164.09,32.71,-0.36,4.28,93.33,161.13,157.74
26-05-20,86.11,89.7,85.33,86.32,116940,127.17,182.13,98,40.95,-3.98,-1.8,74.63,160.65,86.32
24-10-19,94.01,97.3,93.05,94.09,740764,159.96,183.27,55.99,64.32,3.13,0.26,114.18,109.47,94.09
09-08-23,94.25,95.09,90,90.2,365680,87.96,102.79,98.78,38.39,4.4,4.04,147,124.36,90.2
03-07-19,123.04,124.23,122.88,123.34,296864,183.09,91.72,166.83,63.72,1.45,0.62,93.77,93.38,123.34
01-07-21,140.34,141.71,136.11,137.54,583575,191.43,102.17,173.08,60.81,2.86,-2.73,142.53,190.89,137.54
22-06-22,67.45,68.36,65.37,66.53,986180,176.4,179.81,69.25,36.74,3.36,2.04,175.67,162.15,66.53
03-12-20,73.37,76.59,69.56,69.78,447093,84,59.12,167.16,60.2,0.75,1.28,88.94,148.59,69.78
29-01-21,160.83,164.06,155.86,160.5,461037,52.84,57.6,158.67,51.76,-2.89,4.24,186.07,161.11,160.5
31-08-20,65.9,67.29,63.22,64.98,852605,64.22,190.11,74.59,49.61,3.42,-4.48,154.91,111.85,64.98
25-03-20,154.81,157.68,150.68,155.85,878275,195.65,113.78,118.37,51.23,-3.78,0.21,144.32,112.69,155.85
30-01-23,135.44,139.29,132.69,134.27,692987,72.73,185.31,76.01,40.7,1.53,1.26,109.75,134.92,134.27
27-11-23,62.13,64.44,61.02,63.51,205675,199.59,127.03,133.82,32.43,0.31,-0.35,168.04,86.58,63.51
24-06-23,177.06,177.43,175.49,176.77,991832,182.16,66.32,53.31,58.36,0.86,-2.6,53.37,172.14,176.77
25-03-21,169.78,170.24,165.82,169.82,943627,110.21,98.38,50.47,67.03,0.88,-4.76,87.95,140.99,169.82
07-03-23,53.88,54.76,53.16,53.58,703745,109.68,198.08,98.45,36,4.67,1.96,125.87,72.24,53.58
30-12-20,195.73,200.52,192.17,195.91,959198,193.94,122.65,101.65,37.76,3.06,1.78,166.51,146.22,195.91
23-08-21,155.95,158.85,152.02,155.59,841123,149.77,106.64,185.39,34.28,-2.11,-2.1,178.26,144.58,155.59
16-12-20,75.64,78.64,72.2,77.38,226716,54.84,167.65,176.13,51.12,-1.43,1.86,146.79,53.09,77.38
05-09-22,193.84,194.83,191.6,192.04,343147,86.15,162.88,152.83,58.92,0.41,-3.76,140.49,101.26,192.04
21-02-21,175.68,176.47,175.23,176.04,894251,175.71,194.7,115.43,62.34,-1.97,2.76,169.8,97.5,176.04
11-12-20,192.05,195.05,187.49,193.28,958882,175.04,67.96,184.67,58.46,1.7,4.2,192.21,54.9,193.28
14-01-21,84.3,85.22,80.41,84.21,991245,128.3,127.07,173.05,40.74,-4.35,-2.68,56,158.59,84.21
15-09-20,149,153.06,146.45,153.02,924447,98.19,162.77,117.02,54.12,-4.88,4.89,185.51,156.25,153.02
10-12-19,74.34,76.83,70.24,72.64,478676,59.04,181.95,97.8,67.46,-0.9,-0.52,153.68,71.35,72.64
24-08-22,198.73,203.19,196.29,202.76,896387,115.05,82.85,194.93,34.56,4.03,-4.07,50.13,104.99,202.76
16-12-22,143.97,144.18,142.82,144,490689,122.71,145.34,79.79,52.96,0.28,-0.74,174.85,189.73,144
19-07-23,102.27,107.07,100.39,100.93,339572,188.06,174.68,73.12,67.09,-1.99,-3.77,197.35,138.35,100.93
